Edad_Bateria,Horas_Uso_Diario,Usuario_Gamer,Capacidad_Diseño,Ciclos_Carga,Uso_CPU,Uso_GPU,Consumo_Energia,Temperatura_Promedio,Capacidad_Carga_Completa,Salud_Bateria
8,2.3561215722884152,0,74290,1500,22.45000261027127,17.01794467930545,29.724009744328228,26.450235460234705,57531.95264006056,79.1173119966469
7,6.704178575323073,0,61016,1500,179.9700601719219,,53.38846393507617,29.489750800317854,46611.09581525129,74.8026193731083
7,3.704321867427403,0,77112,1500,32.79650048773826,175.76554470159084,50.29292281036712,28.32087222006698,62139.746039524696,81.44532952950983
7,4.9395368818205885,0,73513,1500,33.86709487290534,19.093527193283947,360.0,29.23489046810407,59115.33698847364,78.46264587560678
6,11.884558667227546,0,47956,1445,,59.283088975684215,99.27178642374508,31.21321412597763,32294.94990376057,67.95477282919298
7,8.527456738178792,0,53077,1500,53.63871735960406,41.52821356203158,69.73711334854111,-5.0,37432.43992638702,120.0
5,11.438787337517017,0,79938,1191,72.37282229756971,56.49977316515408,101.60499476339784,33.49391393844348,68647.70125482259,120.0
1,2.568122105364272,0,63000,241,26.983014969676493,16.37219154699011,44.57404267382151,-20.0,-59373.71304557016,95.36069122072811
1,5.203534223158262,0,58806,367,35.62422711103852,20.425362609597485,37.48339631521354,30.206528663231133,56127.65735074368,92.18682478476256
7,7.102049836105897,0,57809,1500,51.43502319143165,34.33014180211308,74.55834875082279,33.27377393762448,42165.12248698587,120.0
40,1.8443386807761184,0,59855,0,26.18222782137769,15.530307786909532,394.0,31.435277133689468,59855.0,100.0
5,1.0460618799075363,0,74388,1227,17.891929240389544,14.249283972858429,39.0992473801685,31.821290515503467,-62245.97604911342,83.05770625343428
5,8.374777671766093,0,51458,1176,55.192927036883056,120.16009008055718,,30.13876771503032,40678.66113426958,
3,8.060014684815789,0,51853,828,58.30250863789201,33.79417579740145,65.63951298493426,29.935624678215504,42695.47200032992,120.0
9,5.51867690999573,0,77222,11854,32.71769322166171,21.516592065733697,48.4493060502071,28.478058596358967,60985.25623274321,79.79467940003597
2,6.386084836352359,0,63320,11372,42.70540493052319,32.799807708963925,66.04610688874187,30.161427033103607,56782.74777730371,87.79294433645411
2,5.569873006512986,0,73618,547,,26.631750896296303,68.72011968511563,27.62516815177876,68577.63063474085,92.31105802162313
0,1.2640554932937773,0,62352,0,18.686583831518305,16.477061864488448,43.01848346259845,28.971000253542528,62352.0,100.0
2,4.689087668392087,0,52297,407,35.740293023313185,26.479556052426965,69.2282808685132,31.530372518384628,47812.93474982235,90.69518036268208
3,2.947904809370188,0,72940,783,34.247986777831784,30.160773091439744,56.41694112482762,28.9985417293495,64548.96222009977,87.67561339642208
4,2.082666080115056,0,48203,1053,22.24670899038687,12.363677627522453,533.0,23.929822740241857,37518.707196002826,75.77026205929035
2,11.523924772782848,1,62273,596,100.0,144.30612762282723,113.04261314009604,34.086270193959216,56583.12213595192,-10.0
5,7.592956975463822,0,70368,1237,44.19222198787452,33.328722432372594,73.05498826393263,28.254985553886257,58199.34942264212,83.34528368832203
60,9.015219126602627,0,56650,979,49.0161264669028,35.430786678211,75.18188501621597,31.86917297480505,48363.85278123463,86.83163185809656
2,4.469001175927293,0,75984,485,41.73968668697875,30.0277727096632,46.900865820243766,28.99069253336108,71802.733186035,94.3277746652295
5,5.324618424434167,0,52382,1290,36.70333582531059,173.02975940852912,51.09644810204932,,39092.482543384,75.10328360067993
0,3.606163932863958,0,45801,1233,28.19545172295482,22.837418635371023,46.9504298824783,26.633961044133898,33900.50051965298,74.47799824147381
7,2.0666223806196724,0,64733,1500,30.256778272196748,18.64604156223744,41.46482487805388,30.84035352128778,49938.05526278469,75.00718170204577
1,2.969348011857422,0,54969,299,27.360397129054803,,333.0,28.14949949529791,-51552.22648939489,97.31434889341786
0,9.772654498261344,0,61733,0,68.41508157063124,46.0522846524381,77.88635794381156,29.402433992550662,61733.0,100.0
3,8.453003857021535,0,77449,833,54.21295957134538,39.3665980610791,,,68095.61277242789,88.0416657278981
40,7.0162176358402455,0,71143,1500,51.89374578907776,31.545100247094474,55.8170498832089,29.66083476284414,55589.08420995027,77.80078673404229
9,6.225988601534449,0,70705,1500,43.57283060778014,32.499694654430066,69.0260682532093,34.195919472815035,53065.61546329095,77.03807127336486
2,11.146777120217369,0,73363,469,66.1348242217354,135.23477548020168,86.40683409563579,30.806797811341504,68442.15437183915,0.0
2,1.8000844255653523,0,75720,378,32.65342891550035,23.321312873981032,47.53973249499509,26.308111723315555,71317.0836137009,95.55569984991432
4,4.086608945617076,0,54972,988,41.01535560988451,35.28633582772593,45.687833185151256,29.233720076700063,44750.43535664529,80.53883729808673
4,4.849316389277854,0,78351,970,35.61337853172587,25.75800625545763,51.85442137208577,-5.0,69243.38076375742,87.06269970264157
9,9.606683934340666,0,67412,1500,62.14143948763113,47.17402268148847,85.04032002996736,36.44916368724199,50984.46594097157,74.6639565204676
2,11.917660821781684,0,69078,447,81.96943810096482,125.5533267516617,92.1674479613629,39.21062019564734,65142.25847726042,92.21302366599768
8,3.647375662328684,0,67580,1500,28.29577623633581,,623.0,25.043107800830217,52881.0802158785,78.88488325257447
-3,10.617380675507889,0,59855,9160,63.416363193499,,76.19476026409579,30.825105549846217,53758.7327397074,92.01528927673212
60,10.136850364749703,0,64569,515,68.0345541852728,47.7559671191913,87.37926669545094,29.50191584892132,59337.15670592272,93.56533084883868
1,3.4712313740594327,0,70738,9239,43.70862967160326,26.08829931892884,43.26988053625025,27.966822868139047,68121.79625791022,98.27856837119646
9,5.392658382191448,0,51772,1500,186.47379926574803,30.12442355165328,742.0,35.65318785906269,35148.192791760695,66.46484344601059
8,5.50640156221771,0,69874,1500,47.78106400852205,34.98351564600573,710.0,27.85396772579356,54685.35953218377,150.0
3,11.760427353792142,0,64731,774,68.71493798751737,169.5455074570181,,31.63705127625284,57694.75208935316,90.58201157034216
2,2.9898109151678813,0,55131,447,31.75431628551957,24.187661105486026,60.596588581674354,28.686004426413223,50026.5688441502,92.56368989883585
6,9.790737682152605,0,45788,1438,,42.16151853694508,79.3770006243188,150.0,30873.303563796264,68.5394041510499
7,4.67611985590421,0,61184,9574,47.71372467265479,30.385225317415117,412.0,34.392746319532904,46792.83708583003,75.63480557488248
1,9.039573803537763,0,75897,304,68.19132323975448,38.36383226886148,92.52614176184898,29.32357659732324,72525.66390978162,93.99558454654594
6,5.620121047252291,0,47889,1438,54.49768892051827,38.42379255576499,60.23310134893198,29.653620631273174,33295.56372360134,69.87600434362729
4,7.361957394281941,0,54569,921,48.33234052592267,38.384085225382,75.40779817130752,31.20855026875093,45741.03272722618,82.48478947356709
4,10.15872950658744,0,66657,961,65.97113856996691,46.613370865569614,93.49326340824346,32.413361295198264,56836.53950280993,85.95813464722255
40,9.845821214822726,0,55141,491,,45.9344517221009,573.0,30.738481988208243,51440.17214323056,95.16445596847736
4,10.530655018936702,0,64656,975,64.37093691305408,45.6318849933355,79.0687924320984,34.55418922840328,55682.484804487874,86.40477419923864
-3,1.6557905787912492,0,66618,259,,15.203122625042894,26.65774812443969,,63338.66447864482,93.11865938306204
3,8.612556083437193,0,56934,805,62.60767059898011,44.60524096264829,86.11585845471006,32.76217216401612,48525.594710784215,84.46736742715728
5,2.539861143939392,0,68286,1277,24.94747808103944,,22.61123033155076,27.770897091503308,56040.04923296979,83.36369923422424
0,5.574004248202521,1,52612,32,69.35323894232748,64.9517416635429,101.83827670967489,33.72104166157699,52314.38087553284,100.0
9,7.034472565601574,0,77069,1500,46.324083947158535,32.125664384443304,,27.539586474585708,59016.55279618988,77.40709208257047
3,5.430134332215138,0,61205,653,35.43215973713225,24.414100053533904,64.59185548180984,32.57741058984661,53704.29370228492,150.0
5,6.715728433833083,0,72331,1202,52.848606504633,44.49470490174824,77.12670383384865,33.480096765103674,60402.276237736885,84.03174862867542
8,11.96178939678481,0,58934,1500,71.28060530529464,46.6736637416978,94.17693663495122,30.801977416384368,43646.43903336977,74.53614757938665
40,2.487390450841402,0,55095,300,23.38141560296301,15.729224106002096,482.0,25.43553386802846,52918.87762974968,97.33524928877948
6,8.430016498700681,0,70958,1447,59.79543166936711,177.71963459200936,65.62470067163372,27.46777078838317,57952.26956408332,-10.0
5,5.356010630241768,0,63706,1290,41.72697304679627,27.418149802435615,44.636281418709245,29.02171283746115,50332.831149883554,78.34032627238422
1,2.4631077879806167,0,76472,6324,24.6878871393776,19.333941953990923,53.209327358429015,29.350310267450705,73841.09265617172,95.45191700967672
7,2.7461043971174046,0,79629,1500,32.78366603891703,31.9004182985388,60.92392932513065,29.15169850984679,64108.73747947186,81.49165471925262
6,11.442004168701786,0,68004,1430,69.3827901839718,47.28464434209782,90.85930065002616,36.4313786520672,52223.22113422324,-10.0
4,10.675616463829382,0,65431,9081,57.49332745767719,42.30890718685219,77.98198903666314,30.316390392218263,-54348.53981855926,-10.0
4,10.97746156456524,0,79502,951,171.5094342044101,45.93797797265984,93.25207530685022,32.83516580384342,69737.59611918748,87.39288542607487
6,11.906860534101252,0,76385,1500,70.39332529205961,143.68725055024282,470.0,31.311651243485432,62018.374286820224,80.65758951171131
8,3.2914692900936977,0,49663,1500,27.86257555619216,25.72476744778331,52.54233412836238,33.12962280059107,-34432.21647884885,70.69946961546904
8,4.909832711004679,0,57818,1500,35.97647825013315,24.96361320130128,47.2129980345722,24.79770522151149,42103.81884963397,70.82305186192109
8,8.361409329173533,1,67686,1500,87.10505159074086,151.88350758830626,111.01261425024089,33.261189209410475,-51688.299496676766,75.63180520981871
5,6.32182793846712,0,68977,1266,45.23792740630415,29.17554463989615,86.0771647277258,33.1146841544062,56640.21235317117,-10.0
9,5.602284867161669,0,63454,1500,47.95177990009904,34.59647469749518,66.38067606426809,29.865677629485667,46319.737704635205,75.77297656663508
60,4.935923742691523,0,58358,1281,47.90518867600964,40.06473706035107,53.00251483293201,26.631535950273683,45543.85848895801,75.32056285600476
2,7.5315869513779745,0,51668,548,49.261937364728034,29.84302430623321,61.209954527121816,120.0,46297.41281509779,88.84424827757502
0,7.331527715040902,0,54921,0,46.96760145504577,41.62349103923519,,26.599923108709007,54860.931831205686,99.98485106028798
6,2.7760361747066407,0,79959,1460,124.31186323150311,,43.13900005403146,29.79158968550604,65142.17922413535,150.0
40,6.189138212702829,0,77328,752,48.140982520115664,31.75668039013893,57.648056804549554,28.78531870651057,69314.98464995975,92.66467411363764
0,7.088189538308349,1,53859,41,79.85914284772883,72.55773125429184,102.49970032333448,32.03703210927121,52710.51791260316,97.91198525538827
0,7.273156326045295,0,68970,1500,48.8637240791789,130.8010827030484,59.95689578151352,31.88886399296784,-53305.9277946526,77.0096890759173
5,3.31117912203587,0,53872,1296,25.070843126347032,14.15397868714662,43.69696816495766,26.48930905099308,41479.47972907838,120.0
5,9.164985314775157,0,64230,8513,49.78048235987361,31.14745899793973,618.0,26.74889315225681,50044.07603196845,78.46156131305771
1,1.277190043031766,0,71708,236,16.362362439151667,132.6347514302966,36.02579168616314,26.0610981560281,68922.17467723963,94.83351074127434
0,4.903150410974789,1,63847,0,75.83783136413334,75.66269646911822,118.92269872542887,-5.0,63847.0,100.0
1,9.582339133891969,0,72105,219,65.09165953478083,44.61232969058426,72.12586283365683,28.76269386175168,69698.61858580551,96.90572443897156
3,7.202822131609426,0,49922,854,50.05643404435946,33.04146215225359,72.34543321169022,31.518681395687576,41711.079801961874,85.51562134472275
1,3.872786757619463,0,49392,270,156.03065704312064,27.738035081947626,37.054100102489286,29.651034576028557,48202.983050936666,96.72923569951202
0,8.644484312773525,0,58541,0,51.78300578836053,30.269562007490133,64.34241297823641,28.26789316899551,58541.0,97.30610545254392
6,7.241300385716807,0,64551,1500,51.49025218636214,37.26866670631888,71.35972287258132,28.8318688327522,49824.81481992999,79.34267990080306
7,9.75867970402026,0,64381,1500,54.86162289840159,38.02805842479613,668.0,30.636069388365737,48152.8826607549,75.90421806828796
5,9.085277048088058,0,67948,1211,62.1564803712077,43.25738493972848,64.62343810853807,30.620519483484863,56010.25870899455,84.18338723457242
3,7.711187142398581,0,71728,824,54.853511592220045,40.47412511818181,620.0,,63624.16233224945,90.5465866950065
5,6.369954428418954,0,47024,11499,48.26631325803801,40.36051531580057,81.39696878461338,29.97329465393833,35031.93079546014,74.52690866322662
2,2.4650033823427577,0,61713,434,33.16310731151292,24.506074085878478,318.0,28.32383750190554,58262.85821174276,93.8589782227358
7,3.874663196739221,1,47486,1500,124.83492359524513,66.97780494522003,98.90946624388388,38.58955001083896,32010.249528038003,65.47757514487864
9,5.610094202087938,0,46155,1500,37.00590293380336,21.173554503358613,61.80536414605224,26.35917866681362,-29960.676761747207,65.74031667713228
1,7.5922921570702755,0,55082,239,58.875057424754765,31.649268494793223,90.92146506629696,28.27834091833257,51158.100519004736,93.29181584099804
60,6.650786407368353,0,63569,939,47.20667229524845,33.55620727532537,739.0,26.76862252272345,52268.47853620959,79.47944829642167
0,4.170029785554824,0,52086,37,149.84056799028485,13.161051132892544,34.587284301695824,29.970193759424006,52086.0,99.82225069974002
5,1.071107935686816,0,47317,1241,157.82346762412664,5.0,32.04918063139427,26.68736458582601,32893.08246860784,
1,6.458631440908953,1,49491,290,80.5288026552565,74.96668016628252,110.72411478312968,150.0,46932.869013884,94.82915010387154
3,4.141885874184673,0,60916,12229,30.640169886193604,144.86687610212877,31.021512195682224,25.551275635770395,53549.07586032931,91.2432326186362
5,9.080691307815886,0,60248,1210,160.914912504127,49.92463869647453,90.43303942681229,34.07147976328911,49053.082127694535,79.97705016562321
9,1.2634089179753183,0,47511,1500,16.700461794115782,15.935326110299137,742.0,25.39881669261826,30982.85978855529,65.73476857368743
7,7.4331059243637,0,69226,1500,49.7600698341404,127.91897988074443,64.75193582161056,150.0,55167.80293025409,78.21430440109312
7,11.35621661256672,1,70025,1500,,92.53047688730604,128.74375527241224,33.448215560401664,54361.88126093344,76.3487412893436
5,2.9185019382264947,0,52848,1237,21.04762863523343,8.861059994308789,44.17630103720934,23.189558486574192,41369.079121547125,0.0
3,6.188144398256549,1,59274,718,191.80070680866834,69.08415516474962,105.35128411608842,32.471624831236625,50831.41085639684,89.07119380969317
7,2.00564190998852,0,75958,1500,21.46891302741375,17.347581385568073,41.67324555765753,28.215501422991714,58616.36987753023,76.79123260915208
7,7.8825010348748785,1,61304,1500,83.76197750514247,78.81888271418093,112.27489182984785,32.43094764763081,-45781.430271785095,73.62539497268078
9,7.055848486558482,0,56294,1500,120.97438683332331,24.069711875040824,55.50455247501179,28.903814147587976,38673.52290379504,68.69512938378733
0,5.481020766341156,0,71425,103,157.6888283998203,131.2291315559358,73.59423378607653,30.40228649185789,70553.05880191678,0.0
3,6.735147236211153,0,48175,8597,,178.25863149534882,73.13944716715734,30.585104421444143,-39752.44353263054,150.0
3,10.862321243159112,0,72775,713,75.21891244374245,139.42613854007797,96.46596567086722,30.609180263035736,66055.11462396428,87.70731223049907
6,3.1592373254217376,0,54425,9756,23.337909236691683,170.01237789262643,47.61973945574847,26.586600018755068,38573.50082585883,69.44267841451551
6,1.2482096287588196,0,71013,1500,19.776891044634915,,51.050910813784405,29.17796586720146,56352.72317475944,
7,10.478313731690111,0,72928,1500,72.09874675919835,49.65301408555388,83.39923622094142,28.71976362206873,58119.15946960195,120.0
4,7.348287906266972,0,53210,849,56.87891861997424,40.04517405120306,87.15560774836385,31.544198557680616,44253.43599942385,82.03509054779795
6,10.797243010080267,0,47759,1500,195.08684766228043,53.652927145068645,112.42378365418062,37.264883939568776,33141.58486088918,67.06138698768432
7,7.566397457544898,0,61091,1500,53.34556216058554,41.15357776673872,68.40778405379274,-20.0,44808.14487603015,74.43202380814256
8,9.911771989556728,0,45002,1500,64.27899065807438,49.51771866474377,81.59193257588197,27.874221130730675,28695.87567242276,64.78572631541182
2,5.726406996906627,0,75160,453,35.84228900359143,24.67351108743703,737.0,29.392798130175763,69462.3436573916,93.85572718592128
2,9.248459244170956,0,65707,422,66.56667719199133,46.20921468840669,88.29972091691066,33.70095840581445,63202.01802483826,94.4436012719635
3,11.043456135788416,0,60248,713,67.91570947061184,49.83351102771088,70.77276810753497,29.071187319574072,-54027.035103128415,0.0
4,7.293352600944269,0,50773,935,51.6364678919,37.85172104240189,65.91175626837955,29.67503394555801,42621.095422048296,85.65043491337589
9,2.988636656186175,1,57786,1500,59.779036144710986,60.075092494092345,83.71583051713294,29.941888883198956,42257.55115241356,73.43534863712507
0,3.95677376533218,0,60037,13741,22.810607534500463,18.603480618705422,40.09934997776606,27.28358468505809,59226.47260749409,97.74103503344246
6,3.185090345871464,0,46885,1484,26.86817310917374,18.222223540623688,42.26271587165183,,30785.38293485932,65.4257373213706
8,3.715427303553062,0,61331,1500,35.84654336794788,24.592137402762607,49.88991809597601,29.862530484961063,44991.741512788656,71.50739235650461
7,4.3705699428614,0,67495,1500,36.60992070040109,27.36139967063532,61.865737587446326,33.265783728213286,52375.24549922379,0.0
4,7.106471654285073,0,58450,981,52.84147315060741,,73.9030200047929,31.02667250060356,-48369.79779532804,82.99296713241084
3,7.46790792410216,0,54491,721,56.25877432206773,39.75983205540742,87.26238818133466,-5.0,45435.1651153998,
6,5.691497219660472,0,54268,1500,39.34128319508996,28.729075462329163,64.20877451674595,35.195568565748005,39865.65996505485,73.23178275448552
4,7.76962857802919,0,72757,1041,51.27239148691692,168.08233499252754,61.5624161426621,31.09079051490178,61150.4320726212,83.76293212957628
-3,1.897324181725025,0,51791,1500,23.78068528083113,19.63904201768289,42.7276356211064,29.991151727816305,36453.12803734209,71.48494850463013
0,1.96567060763976,0,73314,0,28.695847810919584,21.155271374717028,45.58528974694102,28.519370879049784,73314.0,99.84793552138812
0,2.890124063934243,0,73583,0,28.28013012863641,9.361016152284732,43.690492060762345,-20.0,-73583.0,99.32932709685178
9,6.698852478443793,0,66550,1500,39.58877662207458,28.685546914337017,66.84203654703228,29.66371118599784,50911.32722845412,75.35742183536262
2,3.353941465681449,0,45093,588,30.77879297168191,23.136698795960974,51.52230564761981,30.929176269614885,39666.45595473694,85.31449197696237
1,4.11612843841835,1,54967,310,145.98391323042884,70.87661150137617,98.49443700258018,31.924748303509887,51179.87808975503,94.08506822461678
1,5.403441197902935,0,61218,267,48.80230310360616,30.33751232159612,64.5304730889592,31.14118668823078,59165.45338446976,98.84252915629438
6,9.930527364114178,0,53627,1476,66.05551644149476,,84.99326043521444,33.73826826773128,38768.41956863275,
9,1.1524834950414613,0,49947,1500,13.332434093210816,12.557383908382237,29.72691105847051,-20.0,-32258.33562493492,62.68005101239078
1,8.143167022602846,1,68178,227,83.68398138393891,73.68068059490541,95.39465089513038,34.69545746554865,64539.06982287098,93.72851650845486
3,8.357641841447538,1,73876,821,138.72225402454995,87.30312463924984,122.306291096725,32.737305731418466,66114.61540362267,89.92983902213226
1,9.785213583923,0,67908,199,68.25714171040136,45.465391654045625,86.6883180386674,35.08055780969912,67529.07603029998,98.64377513152
5,11.260282329663443,0,64971,1305,73.83676958443294,47.57704687569544,,34.222752426856175,51169.99704870968,77.97417312271999
7,1.221516338442188,0,77584,1500,19.84954400196998,15.293168691522933,20.133013009240614,27.22182760796193,61318.422911539055,-10.0
9,2.691620760645378,0,53959,1500,32.750680952104894,25.390181006490973,51.54270387567012,29.965169825917908,37777.23708547382,70.16221620302505
3,10.747884234615924,0,73261,775,122.43388317232684,48.10192908537532,84.22663039138364,120.0,64509.857883079545,88.60722036045972
4,6.0437041840571695,1,60835,955,76.14176628465653,137.99843448927194,91.25087511496798,31.3668262822279,53078.2389996151,86.80678005133343
3,7.210497028268098,0,64257,731,54.80142220087416,35.52983431159871,69.95299965296115,29.85922954792469,56216.46324822735,87.01747489578563
2,8.293299240954621,0,48346,542,59.34967523979094,129.62245411000032,82.8237532311105,34.20215483556827,42610.846134437656,85.25429433041954
4,8.46973264945201,0,75807,970,60.34413809838642,40.68223908767402,93.23652006472562,32.62102530047785,65403.36681270082,87.67968606101397
8,11.24914443648159,0,75418,1500,74.11529715050881,47.297876853294206,95.97737191182168,33.24162552320308,60165.808678386056,80.15501148430054
7,11.966443591528366,0,56340,1500,69.58874857117868,50.44231873942282,84.37863746313782,31.87057494890541,42569.79963947908,77.82534549525617
7,8.921732070240342,0,78012,1500,59.69644810085083,126.40283159962613,88.55224276121247,30.748329560113746,61949.40457263948,80.17676272533312
7,4.159433301256659,1,54597,1500,61.250939214073,63.566444050326304,95.82500648240185,28.37235865425851,39790.26194477621,72.76954712012724
7,10.67727642523778,1,70557,1500,96.93901184442387,87.85352903333906,118.21504707818114,35.99464399465979,54012.27449545127,73.82491901996565
6,1.5414300599483777,0,52737,1492,16.86295064972093,10.562335140757725,30.744569805808705,28.785120884759166,38568.41913555238,70.68286522358565
